Cust Key,Cust Name,Cust Address,Cust County,Cust City,Cust State,Cust Zip Code,Cust Region,Cust Since,Cust Type,Cust Gender,Cust Age,Age Group,Civil Status,Loyalty Program
849,Trisha Jones,343 Bocking Road,Craighead,Jonesboro,Arkansas,72401,South,2009-05-27,Individual,Female,29,18-35,Divorced,1
850,Leilani Craig,207 Comet House Street,Los Angeles,Carson,California,90745,West,2022-11-09,Individual,Female,62,56+,Widowed,0
851,Britney Woodley,938 Besson Grove,Oakland,Southfield,Michigan,48034,Midwest,2005-02-06,Individual,Female,24,18-35,Widowed,1
852,Jack Gray,101 Bazely Drive,Hidalgo,Mission,Texas,78572,Southwest,2009-04-05,Individual,Male,24,18-35,Widowed,0
853,Rosie Tennant,284 West Crossroad,Jefferson,Hoover,Alabama,35226,South,2015-10-04,Individual,Female,39,36-55,Single,1
854,Lucas Shea,145 Tilson Crossroad,Broward,Miramar,Florida,33023,South,2004-12-23,Individual,Male,53,36-55,Widowed,1
855,Fred Mcguire,206 Aberavon Hill,Limestone,Huntsville,Alabama,35813,South,2003-12-02,Individual,Male,37,36-55,Single,0
856,Dalia Jones,485 Emily Boulevard,Palm Beach,Delray Beach,Florida,33444,South,2007-05-03,Individual,Female,27,18-35,Married,1
857,Aiden Taylor,85 Ellerslie Tunnel,Waukesha,Waukesha,Wisconsin,53186,Midwest,2005-12-08,Individual,Male,44,36-55,Divorced,0
858,Ellen Hobson,25 Bloomsbury Lane,Alameda,Hayward,California,94544,West,2012-05-29,Individual,Female,88,56+,Married,0
859,Alice Savage,523 Canning Walk,King,Kirkland,Washington,98033,West,2012-06-26,Individual,Female,29,18-35,Single,1
860,Nicholas Sloan,454 Thurloe Lane,Los Angeles,Palmdale,California,93550,West,2005-09-22,Individual,Male,49,36-55,Widowed,1
861,Summer Samuel,746 Walnut Walk,Milwaukee,Milwaukee,Wisconsin,53203,Midwest,2007-12-20,Individual,Female,45,36-55,Widowed,1
862,Jolene Nash,448 Hammersmith Alley,Riverside,Menifee,California,92584,West,2011-06-21,Individual,Female,51,36-55,Married,0
863,Sharon Yang,598 Geary Street,Los Angeles,Bellflower,California,90706,West,2013-09-30,Individual,Female,34,18-35,Single,1
864,Regina Mason,435 Bagford Drive,Los Angeles,Bellflower,California,90706,West,2010-07-19,Individual,Female,60,56+,Divorced,0
865,Maxwell Callan,238 Gate Way,Cuyahoga,Parma,Ohio,44129,Midwest,2005-05-30,Individual,Male,43,36-55,Single,1
866,Estrella Hill,801 St. Jamess Tunnel,Allegheny,Pittsburgh,Pennsylvania,15290,East,2006-07-15,Individual,Female,41,36-55,Divorced,1
867,Brad Phillips,991 Clissold Alley,Deschutes,Bend,Oregon,97701,West,2007-12-22,Individual,Male,69,56+,Divorced,1
868,Sylvia Wilde,379 Cliffords Crossroad,Travis,Round Rock,Texas,78664,Southwest,2004-08-15,Individual,Female,46,36-55,Married,1
869,Mary Bowen,732 Chart Boulevard,Richmond city,Richmond,Virginia,23232,East,2013-03-14,Individual,Female,59,56+,Married,0
871,Sage Doherty,349 Adderley Walk,East Baton Rouge Parish,Baton Rouge,Louisiana,70826,South,2009-03-14,Individual,Female,58,56+,Single,0
872,Michelle Button,80 Blackall Grove,Sacramento,Sacramento,California,95813,West,2012-01-25,Individual,Female,33,18-35,Single,1
873,Rosemary Kennedy,305 West Crossroad,East Baton Rouge Parish,Baton Rouge,Louisiana,70826,South,2014-05-29,Individual,Female,51,36-55,Married,0
874,Logan Shields,780 Bliss Alley,Broward,Plantation,Florida,33313,South,2009-07-24,Individual,Male,43,36-55,Single,1
875,Phillip Neville,921 Bigland Crossroad,Orange,Costa Mesa,California,92628,West,2012-07-10,Individual,Male,57,56+,Widowed,1
876,Enoch Gilmore,532 Ellerslie Road,Jefferson,Louisville,Kentucky,40231,South,2020-09-10,Individual,Male,27,18-35,Married,0
877,Gil Adams,923 Apsley Rue,Los Angeles,Compton,California,90220,West,2022-01-08,Individual,Male,52,36-55,Divorced,1
878,John Hancock,767 Bel Walk,Hennepin,Minneapolis,Minnesota,55401,Midwest,2017-11-20,Individual,Male,41,36-55,Single,0
879,Maxwell Goldsmith,135 Longleigh Hill,Lancaster,Lincoln,Nebraska,68501,Midwest,2013-06-07,Individual,Male,28,18-35,Married,0
880,Cedrick Connell,567 Queen Vale,Broward,Lauderhill,Florida,33313,South,2017-10-30,Individual,Male,29,18-35,Widowed,1
881,Lucas Locke,282 Edwin Walk,Alameda,Oakland,California,94612,West,2021-04-08,Individual,Male,26,18-35,Divorced,0
882,Makena Morley,280 Arbutus Crossroad,San Francisco,San Francisco,California,94188,West,2019-04-27,Individual,Female,55,36-55,Married,0
883,Hank Edley,702 Cavell Vale,Sedgwick,Wichita,Kansas,67276,Midwest,2010-08-15,Individual,Male,46,36-55,Divorced,1
884,Chester Faulkner,278 Thurloe Route,Craighead,Jonesboro,Arkansas,72401,South,2022-06-04,Individual,Male,28,18-35,Widowed,0
885,Eve Uddin,875 Victoria Rise Route,St. Louis,Duluth,Minnesota,55801,Midwest,2006-05-18,Individual,Female,44,36-55,Widowed,0
886,Samara Stubbs,31 Oxford Avenue,Jefferson,Birmingham,Alabama,35203,South,2017-09-18,Individual,Female,29,18-35,Married,0
887,Violet Whatson,466 Buttonwood Crossroad,Jefferson,Birmingham,Alabama,35203,South,2004-05-29,Individual,Female,68,56+,Widowed,0
888,Rocco Moreno,900 Rosewood Crossroad,Orange,Buena Park,California,90620,West,2010-07-04,Individual,Male,42,36-55,Single,0
890,Lillian Clark,506 Blake Route,St. Louis,St. Louis,Missouri,63155,Midwest,2019-02-11,Individual,Female,33,18-35,Divorced,1
891,Fred Roberts,803 Beatty Rue,Knox,Knoxville,Tennessee,37950,South,2018-06-08,Individual,Male,25,18-35,Married,0
892,Bart Chadwick,470 Magnolia Walk,Fayette,Lexington-Fayette,Kentucky,40511,South,2010-05-09,Individual,Male,28,18-35,Divorced,0
893,Makena Pond,620 Bolton Drive,Contra Costa,Antioch,California,94509,West,2012-01-01,Individual,Female,68,56+,Married,1
894,George Murphy,160 South Rue,Wayne,Livonia,Michigan,48150,Midwest,2008-08-21,Individual,Male,24,18-35,Widowed,0
896,Evie John,965 Addison Alley,Maricopa,Phoenix,Arizona,85026,Southwest,2015-12-25,Individual,Female,35,18-35,Married,0
898,Angela Hobbs,561 Camelot Lane,Riverside,Corona,California,91718,West,2018-08-12,Individual,Female,53,36-55,Single,0
899,Felicity Avery,830 Thomas Way,Kent,Warwick,Rhode Island,2886,East,2016-08-30,Individual,Female,24,18-35,Single,0
900,Martin Andersson,855 College Vale,Pueblo,Pueblo,Colorado,81003,Southwest,2012-09-14,Individual,Male,48,36-55,Married,1
901,Johnny Hepburn,942 Wadham Rue,Los Angeles,Palmdale,California,93550,West,2009-11-23,Individual,Male,28,18-35,Widowed,0
902,Maya Wilcox,457 Caslon Avenue,King,Seattle,Washington,98108,West,2012-01-22,Individual,Female,62,56+,Widowed,1
903,Anthony Bennett,960 King Pass,Contra Costa,Pittsburg,California,94565,West,2013-11-08,Individual,Male,31,18-35,Widowed,0
904,Rita Burge,891 Chester Vale,Lynchburg City,Lynchburg,Virginia,24501,East,2007-11-21,Individual,Female,81,56+,Divorced,0
905,Roger Kennedy,91 Marina Walk,Los Angeles,Pasadena,California,91103,West,2008-05-28,Individual,Male,68,56+,Married,0
906,Anabel Sherwood,958 Baylis Way,Douglas,Omaha,Nebraska,68108,Midwest,2007-01-26,Individual,Female,28,18-35,Single,0
907,Maya Rowan,964 Blackheath Route,Waukesha,Waukesha,Wisconsin,53186,Midwest,2004-04-07,Individual,Female,38,36-55,Divorced,1
908,Noemi Latham,232 Union Lane,Muscogee,Columbus,Georgia,31908,South,2007-04-10,Individual,Female,37,36-55,Divorced,0
909,Liv Allington,465 Birkenhead Road,Craighead,Jonesboro,Arkansas,72401,South,2022-06-06,Individual,Female,57,56+,Widowed,0
910,Barney Emmett,369 Betton Route,Baltimore city,Baltimore,Maryland,21202,East,2006-06-29,Individual,Male,31,18-35,Married,1
911,Jamie John,356 Aylward Road,Richmond,Augusta,Georgia,30901,South,2023-03-29,Individual,Female,64,56+,Single,1
912,Mackenzie Michael,51 Ashley Lane,Hidalgo,Edinburg,Texas,78539,Southwest,2006-12-20,Individual,Female,40,36-55,Single,0
913,Ron Styles,453 Gathorne Crossroad,Travis,Round Rock,Texas,78664,Southwest,2012-03-11,Individual,Male,23,18-35,Divorced,0
914,Vivian Rodwell,865 Queen Avenue,Hudson,Jersey City,New Jersey,7302,East,2007-11-03,Individual,Female,71,56+,Divorced,1
915,Nancy Chadwick,3 Linda Lane Way,Cook,Arlington Heights,Illinois,60004,Midwest,2004-05-24,Individual,Female,45,36-55,Widowed,0
916,Harry Morris,637 Gathorne Crossroad,Fayette,Lexington-Fayette,Kentucky,40511,South,2010-12-09,Individual,Male,64,56+,Married,0
917,Janelle Gilmour,701 St. Jamess Grove,Lynchburg City,Lynchburg,Virginia,24501,East,2016-02-18,Individual,Female,27,18-35,Widowed,0
918,Jacob Carson,396 Rosewood Lane,Hidalgo,Edinburg,Texas,78539,Southwest,2019-06-02,Individual,Male,41,36-55,Single,0
919,Sarah Owens,139 Abbots Avenue,Broward,Lauderhill,Florida,33313,South,2007-03-21,Individual,Female,34,18-35,Widowed,1
920,Robyn Tutton,894 Calshot Road,St. Louis,Duluth,Minnesota,55801,Midwest,2004-01-23,Individual,Female,37,36-55,Single,0
922,Matt Brock,17 Carltoun Vale,Limestone,Huntsville,Alabama,35813,South,2023-03-02,Individual,Male,41,36-55,Married,0
923,Marilyn Cooper,997 Bingham Way,Essex,East Orange,New Jersey,7017,East,2008-11-09,Individual,Female,39,36-55,Single,1
924,Kurt Stone,460 Chalcot Avenue,Orange,Costa Mesa,California,92628,West,2008-08-01,Individual,Male,34,18-35,Married,1
925,Maxwell Owen,345 Chapel Walk,San Joaquin,Stockton,California,95208,West,2020-03-19,Individual,Male,35,18-35,Widowed,0
926,Noah Savage,224 Railroad Crossroad,Travis,Austin,Texas,78710,Southwest,2019-07-21,Individual,Male,80,56+,Divorced,0
927,Natalie Huggins,715 Cato Vale,Milwaukee,Milwaukee,Wisconsin,53203,Midwest,2007-08-19,Individual,Female,36,36-55,Widowed,0
928,Bryon Lee,830 Thorndike Lane,Alameda,Oakland,California,94612,West,2009-10-30,Individual,Male,35,18-35,Divorced,1
929,Crystal Uttridge,662 Lincoln Alley,Oklahoma,Oklahoma City,Oklahoma,73125,Southwest,2015-06-11,Individual,Female,51,36-55,Widowed,1
930,Tom Turner,831 Cheltenham Rue,Los Angeles,Palmdale,California,93550,West,2011-07-14,Individual,Male,78,56+,Single,1
931,Cristal Williams,912 Collent Walk,Sedgwick,Wichita,Kansas,67276,Midwest,2015-04-13,Individual,Female,31,18-35,Divorced,1
932,Selena Downing,76 Adelaide Pass,Broward,Hollywood,Florida,33022,South,2013-04-02,Individual,Female,87,56+,Married,0
933,Raquel Nobbs,908 Eldon Avenue,Sacramento,Sacramento,California,95813,West,2020-12-24,Individual,Female,41,36-55,Single,0
934,Bristol Brooks,500 Rail Hill,Virginia Beach (city),Virginia Beach,Virginia,23450,East,2009-06-16,Individual,Female,24,18-35,Single,0
935,Sadie Bailey,625 Dunstans Lane,Los Angeles,Compton,California,90220,West,2003-06-24,Individual,Female,32,18-35,Married,0
936,Anabel Michael,216 St. Jamess Lane,Hidalgo,Mission,Texas,78572,Southwest,2021-11-02,Individual,Female,26,18-35,Single,0
937,Carla Andersson,970 Lincoln Hill,DuPage,Bolingbrook,Illinois,60440,Midwest,2022-01-08,Individual,Female,27,18-35,Widowed,0
938,Rufus Slater,560 Oxford Lane,Lincoln,Sioux Falls,South Dakota,57104,Midwest,2019-02-23,Individual,Male,22,18-35,Divorced,1
939,Bart Gallacher,388 Clavell Grove,Alameda,Oakland,California,94612,West,2022-12-04,Individual,Male,47,36-55,Divorced,1
940,Alan Kirby,281 Tisbury Grove,Riverside,Temecula,California,92589,West,2008-08-06,Individual,Male,66,56+,Divorced,0
941,Miley Durrant,142 Caroline Rue,Contra Costa,Mountain View,California,94035,West,2011-12-15,Individual,Female,50,36-55,Married,1
942,Domenic Thomson,29 Elia Hill,Santa Fe,Santa Fe,New Mexico,87500,Southwest,2016-05-19,Individual,Male,48,36-55,Divorced,0
943,Eduardo Malone,25 Church Alley,Hidalgo,Mission,Texas,78572,Southwest,2017-05-13,Individual,Male,28,18-35,Divorced,0
944,Alessandra Whinter,371 Rosewood Crossroad,Fayette,Lexington-Fayette,Kentucky,40511,South,2014-12-31,Individual,Female,54,36-55,Divorced,1
945,Chad Leslie,728 Queensberry Rue,Los Angeles,Palmdale,California,93550,West,2005-03-18,Individual,Male,57,56+,Widowed,0
946,Benny Newman,5 Bazely Grove,Broward,Miramar,Florida,33023,South,2013-03-14,Individual,Male,45,36-55,Single,1
947,Davina Hammond,223 Chantry Route,Peoria,Peoria,Illinois,61601,Midwest,2012-09-11,Individual,Female,21,18-35,Widowed,1
948,Benny Olivier,239 Camdenhurst Tunnel,Clark,Las Vegas,Nevada,89199,West,2009-11-23,Individual,Male,35,18-35,Married,0
949,Tyson Vollans,118 Bigland Walk,Douglas,Lawrence,Kansas,66044,Midwest,2007-04-27,Individual,Male,35,18-35,Divorced,0
950,Rocco Quinnell,536 Woodland Boulevard,Madison,Jackson,Tennessee,38301,South,2005-04-10,Individual,Male,52,36-55,Married,0
951,Hayden Benfield,573 Abourne Road,Lucas,Toledo,Ohio,43601,Midwest,2020-12-11,Individual,Male,43,36-55,Divorced,1
952,Tara Flynn,120 Vintners Vale,Peoria,Peoria,Illinois,61601,Midwest,2007-07-12,Individual,Female,53,36-55,Single,1
953,Nathan Pearson,614 Elgood Avenue,Hinds,Jackson,Mississippi,39205,South,2007-04-10,Individual,Male,75,56+,Divorced,1
954,Hayden Ripley,714 Abourne Lane,Essex,East Orange,New Jersey,7017,East,2018-05-24,Individual,Female,52,36-55,Divorced,0
955,Tania Wilton,940 Ellerslie Rue,Cook,Arlington Heights,Illinois,60004,Midwest,2017-05-31,Individual,Female,45,36-55,Single,0
956,Noah Mcnally,497 Canon Rue,Newaygo,Troy,Michigan,48007,Midwest,2018-03-16,Individual,Male,32,18-35,Married,1
957,Maxwell Ebbs,59 Clere Drive,Pueblo,Pueblo,Colorado,81003,Southwest,2014-03-06,Individual,Male,22,18-35,Widowed,0
958,Peter Kirby,223 Rail Lane,San Mateo,Daly City,California,94015,West,2003-12-11,Individual,Male,57,56+,Married,0
959,Jessica Mcgregor,176 Queensberry Crossroad,Harris,Houston,Texas,77201,Southwest,2017-07-13,Individual,Female,29,18-35,Married,1
961,Domenic Baker,73 Bacton Alley,Harris,Pasadena,Texas,77501,Southwest,2014-02-21,Individual,Male,50,36-55,Married,0
962,Julia Morrison,692 Falconberg Rue,Whatcom,Bellingham,Washington,98225,West,2012-12-10,Individual,Female,33,18-35,Single,0
963,Daron Collins,632 Becklow Pass,Providence,Cranston,Rhode Island,2910,East,2012-10-19,Individual,Male,45,36-55,Single,1
964,Eve Collingwood,89 Bendmore Boulevard,Sacramento,Sacramento,California,95813,West,2006-12-16,Individual,Female,37,36-55,Married,1
965,Leslie Powell,957 Bush Lane,Jefferson,Hoover,Alabama,35226,South,2014-06-09,Individual,Female,47,36-55,Single,0
966,Henry Craig,480 Bendmore Vale,Los Angeles,Compton,California,90220,West,2008-04-29,Individual,Male,25,18-35,Divorced,0
967,Lorraine Williams,67 Parkfields Avenue,Limestone,Huntsville,Alabama,35813,South,2014-03-05,Individual,Female,33,18-35,Widowed,1
968,Melania Silva,842 Norland Hill,Sacramento,Folsom,California,95630,West,2016-07-07,Individual,Female,72,56+,Widowed,1
970,Elle Reid,822 Tiptree Pass,Broward,Plantation,Florida,33313,South,2014-11-28,Individual,Female,55,36-55,Divorced,1
971,Hazel Newton,379 Queen Vale,Cuyahoga,Parma,Ohio,44129,Midwest,2007-08-24,Individual,Female,26,18-35,Single,1
972,Lily Yarwood,944 Howard Road,Wayne,Dearborn,Michigan,48120,Midwest,2019-01-14,Individual,Female,53,36-55,Widowed,0
973,Rocco Partridge,490 Longmoore Alley,Clark,Las Vegas,Nevada,89199,West,2015-07-21,Individual,Male,30,18-35,Single,1
974,Rita Beal,146 Linden Walk,Riverside,Menifee,California,92584,West,2016-06-27,Individual,Female,46,36-55,Single,0
975,Percy Dickson,738 Cave Tunnel,Los Angeles,Carson,California,90745,West,2019-04-02,Individual,Male,47,36-55,Single,1
976,Irene Baldwin,198 East Grove,Oklahoma,Oklahoma City,Oklahoma,73125,Southwest,2012-10-04,Individual,Female,62,56+,Married,1
977,Lexi Redden,168 Boleyn Pass,Norfolk,Quincy,Massachusetts,2169,East,2006-02-15,Individual,Female,26,18-35,Divorced,1
978,Lorraine Vane,435 Collins Boulevard,Craighead,Jonesboro,Arkansas,72401,South,2012-01-25,Individual,Female,64,56+,Divorced,1
979,Darlene Morgan,972 Duthie Street,Sacramento,Sacramento,California,95813,West,2011-09-17,Individual,Female,24,18-35,Single,1
981,Julian Thompson,280 Liverpool Tunnel,Fayette,Lexington-Fayette,Kentucky,40511,South,2021-04-07,Individual,Male,53,36-55,Married,1
982,George Mccall,271 Pine Drive,Peoria,Peoria,Illinois,61601,Midwest,2019-07-11,Individual,Male,41,36-55,Married,1
984,Kurt Giles,864 Bazely Street,Mecklenburg,Charlotte,North Carolina,28228,South,2014-06-13,Individual,Male,28,18-35,Divorced,1
985,Sebastian Kerr,225 English Pass,Harris,Pasadena,Texas,77501,Southwest,2019-02-04,Individual,Male,45,36-55,Single,0
986,Zara Edwards,449 Howard Vale,San Bernardino,Chino Hills,California,91709,West,2003-04-09,Individual,Female,57,56+,Widowed,0
988,Ethan Wilkinson,318 Fairholt Street,Los Angeles,Glendale,California,91205,West,2003-10-26,Individual,Male,33,18-35,Married,1
990,Alexia Wade,32 Central Road,Bernalillo,Rio Rancho,New Mexico,87124,Southwest,2007-10-05,Individual,Female,41,36-55,Single,0
991,Rufus Ralph,868 Coal Wharf Pass,Hampden,Springfield,Massachusetts,1101,East,2003-09-24,Individual,Male,36,36-55,Married,0
992,Daron Gonzales,337 English Lane,Deschutes,Bend,Oregon,97701,West,2021-01-11,Individual,Male,21,18-35,Divorced,1
993,Daniel Flett,747 Rosewood Lane,Essex,Lynn,Massachusetts,1901,East,2013-09-28,Individual,Male,67,56+,Widowed,0
994,Logan Ryan,423 Arline Vale,Whatcom,Bellingham,Washington,98225,West,2012-12-10,Individual,Male,45,36-55,Single,1
995,Ethan Sherwood,18 Mariner Lane,Los Angeles,Palmdale,California,93550,West,2018-06-28,Individual,Male,62,56+,Divorced,0
996,Kurt Vallins,29 Andsell Grove,Lubbock,Lubbock,Texas,79402,Southwest,2008-01-07,Individual,Male,37,36-55,Married,1
997,Carl Brown,250 Bayberry Drive,Orange,Costa Mesa,California,92628,West,2015-04-24,Individual,Male,28,18-35,Married,0
998,Hanna Wilson,914 Yoakley Tunnel,Tom Green,San Angelo,Texas,76901,Southwest,2010-09-13,Individual,Female,35,18-35,Divorced,1
999,Benjamin Oatway,193 Victorian Grove,Kent,Warwick,Rhode Island,2886,East,2016-10-20,Individual,Male,27,18-35,Divorced,0
1000,Gil Wilkinson,393 Jackson Boulevard,Ramsey,St. Paul,Minnesota,55109,Midwest,2005-05-18,Individual,Male,55,36-55,Single,0
1001,Jaylene Wild,622 Archery Pass,Maricopa,Tempe,Arizona,85282,Southwest,2016-10-23,Individual,Female,31,18-35,Divorced,1
1002,Charlotte Richards,432 Byland Vale,Sacramento,Folsom,California,95630,West,2010-07-02,Individual,Female,25,18-35,Divorced,0
1003,Enoch Whittle,742 Fawn Alley,Kent,Grand Rapids,Michigan,49501,Midwest,2011-09-14,Individual,Male,30,18-35,Single,1
1004,Margot Watt,535 Rosewood Crossroad,Fayette,Lexington-Fayette,Kentucky,40511,South,2013-10-08,Individual,Female,60,56+,Widowed,0
1005,Aiden Burnley,155 Liverpool Crossroad,Los Angeles,Pasadena,California,91103,West,2006-07-31,Individual,Male,54,36-55,Single,0
1006,Leilani Vernon,469 Charterhouse Tunnel,Deschutes,Bend,Oregon,97701,West,2016-01-16,Individual,Female,41,36-55,Married,1
1007,Nick Lynch,666 Badric Pass,Douglas,Omaha,Nebraska,68108,Midwest,2007-09-02,Individual,Male,39,36-55,Widowed,0
1008,Ron Stewart,944 Bede Rue,Delaware,Columbus,Ohio,43216,Midwest,2022-03-05,Individual,Male,37,36-55,Widowed,0
1009,Cassidy Vass,390 Gatonby Alley,Alameda,Oakland,California,94612,West,2017-06-06,Individual,Female,31,18-35,Married,0
1010,Joseph Hall,71 Lincoln Tunnel,Douglas,Lawrence,Kansas,66044,Midwest,2005-11-24,Individual,Male,29,18-35,Divorced,1
1011,Ryan Whatson,646 Cecilia Tunnel,Hidalgo,Mission,Texas,78572,Southwest,2008-04-07,Individual,Male,52,36-55,Widowed,0
1012,Celina Hopkinson,779 King Crossroad,East Baton Rouge Parish,Baton Rouge,Louisiana,70826,South,2019-03-17,Individual,Female,38,36-55,Married,0
1013,Johnny Pierce,171 Birkbeck Street,Sacramento,Sacramento,California,95813,West,2016-07-27,Individual,Male,66,56+,Widowed,1
1014,Ruth Brooks,921 Hamilton Alley,Bristol,Fall River,Massachusetts,2720,East,2006-11-24,Individual,Female,40,36-55,Widowed,0
1015,Eryn Waterson,578 Hickory Lane Way,Hillsborough,Manchester,New Hampshire,3103,East,2015-05-02,Individual,Female,36,36-55,Divorced,1
1016,Cassidy Russel,587 Charnwood Boulevard,Palm Beach,West Palm Beach,Florida,33401,South,2005-09-27,Individual,Female,49,36-55,Widowed,0
1017,Julius Maxwell,780 Bede Way,Hennepin,Minneapolis,Minnesota,55401,Midwest,2015-05-27,Individual,Male,55,36-55,Single,0
1018,Carina Glynn,148 Cavell Lane,Deschutes,Bend,Oregon,97701,West,2020-06-24,Individual,Female,44,36-55,Single,1
1019,Teagan Gray,917 Balham Pass,Deschutes,Bend,Oregon,97701,West,2011-02-02,Individual,Female,56,56+,Single,1
1020,Luna Stone,723 Badric Street,Dallas,Lewisville,Texas,75029,Southwest,2021-09-25,Individual,Female,34,18-35,Married,0
1021,Matthew Shelton,231 Ellerman Hill,Albany,Albany,New York,12201,East,2012-10-01,Individual,Male,46,36-55,Widowed,1
1022,Michelle Jones,278 Vintners Vale,Gaston,Gastonia,North Carolina,28052,South,2013-12-15,Individual,Female,46,36-55,Widowed,1
1023,Alex Harvey,99 Longman Grove,Hidalgo,Edinburg,Texas,78539,Southwest,2007-01-12,Individual,Female,34,18-35,Married,1
1024,Anthony Casey,514 Castle Rue,Dakota,Eagan,Minnesota,55122,Midwest,2007-02-20,Individual,Male,72,56+,Widowed,0
1025,Tom Donovan,629 Rivervalley Road,Orange,Costa Mesa,California,92628,West,2005-02-08,Individual,Male,28,18-35,Divorced,1
1026,Gil Coates,104 Lincoln Lane,Orange,Lake Forest,California,92630,West,2009-09-01,Individual,Male,41,36-55,Single,1
1027,Rufus Myatt,133 Hammersmith Way,Maricopa,Tempe,Arizona,85282,Southwest,2013-10-23,Individual,Male,44,36-55,Single,1
1028,Carter Dickson,893 Berry Way,Peoria,Peoria,Illinois,61601,Midwest,2010-12-06,Individual,Male,45,36-55,Widowed,1
1029,Wade Wright,750 Ellerman Pass,Albany,Albany,New York,12201,East,2020-04-30,Individual,Male,33,18-35,Single,1
1030,Esmeralda Vaughn,715 Battersea Rue,Santa Barbara,Santa Maria,California,93454,West,2017-09-13,Individual,Female,76,56+,Married,0
1031,Benny Wilson,801 Cleveland Drive,Douglas,Omaha,Nebraska,68108,Midwest,2016-01-04,Individual,Male,24,18-35,Divorced,0
1032,Laila Allcott,420 Adams Route,Palm Beach,Delray Beach,Florida,33444,South,2018-11-11,Individual,Female,86,56+,Married,1
1033,Bart Mcgregor,175 Union Pass,Lancaster,Lincoln,Nebraska,68501,Midwest,2016-01-04,Individual,Male,31,18-35,Single,0
1034,Vivian Shaw,552 Camberwell Route,Dougherty,Albany,Georgia,31701,South,2006-12-03,Individual,Female,57,56+,Widowed,0
1035,Ryan Paterson,959 King Grove,Broward,Deerfield Beach,Florida,33441,South,2019-03-09,Individual,Male,47,36-55,Widowed,0
1036,Marina Martin,332 Cockspur Alley,Jefferson,Hoover,Alabama,35226,South,2019-12-03,Individual,Female,52,36-55,Widowed,1
1037,Alexia Jenkin,531 Camdale Boulevard,St. Louis,Duluth,Minnesota,55801,Midwest,2009-08-13,Individual,Female,21,18-35,Widowed,0
1039,Victoria Mackenzie,601 Cobden Tunnel,King,Kirkland,Washington,98033,West,2019-01-23,Individual,Female,46,36-55,Single,1
1040,Hayden Knight,661 Church Grove,Oklahoma,Oklahoma City,Oklahoma,73125,Southwest,2010-04-12,Individual,Female,75,56+,Married,1
1041,Doris Knott,804 Chatfield Crossroad,Delaware,Columbus,Ohio,43216,Midwest,2006-05-14,Individual,Female,40,36-55,Married,0
1042,Nick Malone,235 Heritage Road,Knox,Knoxville,Tennessee,37950,South,2011-09-28,Individual,Male,61,56+,Widowed,0
1043,Elisabeth Lambert,426 Durweston Road,Hillsborough,Manchester,New Hampshire,3103,East,2022-12-31,Individual,Female,34,18-35,Divorced,1
1045,Marigold Thomson,481 Bennett Crossroad,Dallas,Lewisville,Texas,75029,Southwest,2004-02-28,Individual,Female,32,18-35,Married,0
1046,William Hobson,482 Marina Alley,Lynchburg City,Lynchburg,Virginia,24501,East,2014-08-07,Individual,Male,37,36-55,Widowed,0
1047,Russel Weatcroft,713 Bazely Route,San Mateo,Daly City,California,94015,West,2008-04-07,Individual,Male,47,36-55,Single,0
1048,Owen Horton,671 Ayres Street,Riverside,Menifee,California,92584,West,2015-06-25,Individual,Male,42,36-55,Divorced,0
1049,Jack Samuel,52 Arlington Route,Limestone,Huntsville,Alabama,35813,South,2019-02-23,Individual,Male,49,36-55,Widowed,0
1050,Julius Knight,395 Chamberlain Pass,Baltimore city,Baltimore,Maryland,21202,East,2010-06-12,Individual,Male,30,18-35,Single,0
1052,Camila Fields,851 Apothecary Pass,Hidalgo,Edinburg,Texas,78539,Southwest,2011-04-09,Individual,Female,24,18-35,Married,1
1054,William Ripley,381 Collent Grove,Lincoln,Sioux Falls,South Dakota,57104,Midwest,2014-08-17,Individual,Male,27,18-35,Single,1
1057,Victoria Mason,395 Belfort Street,Hillsborough,Manchester,New Hampshire,3103,East,2011-09-14,Individual,Female,49,36-55,Divorced,0
1058,Elijah Weldon,601 Lincoln Crossroad,Osage,Tulsa,Oklahoma,74107,Southwest,2007-11-22,Individual,Male,54,36-55,Widowed,1
1059,Noemi Bradley,1 Cleveland Alley,Hudson,Jersey City,New Jersey,7302,East,2015-01-02,Individual,Female,50,36-55,Married,0
1060,Cedrick Randall,555 Chalcot Avenue,San Mateo,Daly City,California,94015,West,2007-02-11,Individual,Male,47,36-55,Widowed,0
1061,Eryn Brock,667 Canning Route,Los Angeles,West Covina,California,91793,West,2003-09-09,Individual,Female,29,18-35,Married,0
1062,Jayden Hooper,962 Bazely Drive,Orange,Orlando,Florida,32802,South,2006-03-03,Individual,Male,53,36-55,Divorced,0
1063,Abdul Robinson,694 Beechen Pass,Maricopa,Tempe,Arizona,85282,Southwest,2020-06-08,Individual,Male,84,56+,Widowed,0
1064,Nicholas Dyson,392 Arlington Vale,Los Angeles,Compton,California,90220,West,2019-06-03,Individual,Male,34,18-35,Divorced,1
1065,Ilona Collins,89 Blue Anchor Crossroad,Contra Costa,Antioch,California,94509,West,2020-06-22,Individual,Female,41,36-55,Married,1
1066,Matthew Miller,372 Thurloe Lane,Riverside,Menifee,California,92584,West,2021-09-24,Individual,Male,29,18-35,Divorced,1
